RID,NCBI_GeneID,NCBI_Symbol,count,rank,Group,Specimen,Probe,Antibody_Test,Allele,Anchor_Gene,Marker_Gene,Mouse_Strain
Q-5DX8,69698,Slc52a3,10,356,SSR,10,10,0,0,0,10,0
Q-5HP0,73094,Sgip1,10,357,Dataset,10,10,0,0,0,0,0
Q-5KEE,74434,Sohlh2,10,358,Chaise,10,10,0,0,0,0,0
Q-5RK2,78834,Zfp623,10,359,SSR,10,10,0,0,0,0,0
Q-61VY,104156,Etv5,10,360,Dataset,10,10,0,0,0,0,0
Q-62DP,105355,Slc17a3,10,361,Chaise,10,10,0,0,0,0,0
Q-65CJ,109594,Lmo1,10,362,SSR,10,10,0,0,0,0,0
Q-67B0,110956,D17H6S56E-5,10,363,Dataset,10,10,0,0,0,0,0
Q-6AH4,114644,Slc13a3,10,364,Chaise,10,10,0,0,0,0,0
Q-6BEP,116903,Calcb,10,365,SSR,10,10,0,0,0,0,0
Q-6J0W,207854,Fmr1nb,10,366,Dataset,10,10,0,0,0,0,0
Q-6KG2,216795,Wnt9a,10,367,Chaise,10,10,0,0,0,0,0
Q-6KK2,217069,Trim25,10,368,SSR,10,10,0,0,0,0,0
Q-6KXP,218441,Zfyve16,10,369,Dataset,10,10,0,0,0,0,0
Q-6MYR,224796,Clic5,10,370,Chaise,10,10,0,0,0,0,0
Q-6N54,225872,Npas4,10,371,SSR,10,10,0,0,0,0,0
Q-6ND4,226999,Slc9a2,10,372,Dataset,10,10,0,0,0,0,0
Q-6NZC,229791,Plppr4,10,373,Chaise,10,10,0,0,0,0,0
Q-6QYP,239405,Rspo2,10,374,SSR,10,10,0,0,0,0,0
Q-6R3J,240119,St6gal2,10,375,Dataset,10,10,0,0,0,0,0
Q-6RV0,243937,Zfp536,10,376,Chaise,10,10,0,0,0,0,0
Q-6SPM,252973,Grhl2,10,377,SSR,10,10,0,0,0,0,0
Q-6X60,270004,Foxi2,10,378,Dataset,10,10,0,0,0,0,0
Q-6XCC,270190,Ephb1,10,379,Chaise,10,10,0,0,0,0,0
Q-70AG,319880,Tmcc3,10,380,SSR,10,10,0,0,0,0,0
Q-7FNY,474156,Zbtb9,10,381,Dataset,10,10,0,0,0,0,0
Q-40KA,7849,PAX8,9,382,Chaise,9,9,9,0,0,0,0
Q-45H2,11001,SLC27A2,9,383,SSR,9,9,0,0,0,0,0
Q-46QJ,11925,Neurog3,9,384,Dataset,9,9,0,0,0,0,0
Q-4854,13070,Cyp11a1,9,385,Chaise,9,9,0,9,0,0,9
Q-4908,14009,Etv1,9,386,SSR,9,9,0,0,0,0,0
Q-49JJ,14463,Gata4,9,387,Dataset,9,9,0,0,0,0,0
Q-49V4,14702,Gng2,9,388,Chaise,9,9,0,0,0,0,0
Q-4ABY,15205,Hes1,9,389,SSR,9,9,0,0,0,0,0
Q-4AG8,15370,Nr4a1,9,390,Dataset,9,9,0,0,0,0,0
Q-4AKY,15446,Hpgd,9,391,Chaise,9,9,0,0,0,0,0
Q-4BVW,16875,Lhx8,9,392,SSR,9,9,0,0,0,0,0
Q-4CTJ,17933,Myt1l,9,393,Dataset,9,9,0,0,0,0,0
Q-4CWP,17988,Ndrg1,9,394,Chaise,9,9,0,0,0,0,0
Q-4DHA,18541,Pcnt,9,395,SSR,9,9,0,0,0,0,0
Q-4EHY,19401,Rara,9,396,Dataset,9,9,0,0,0,0,0
Q-4G3G,20678,Sox5,9,397,Chaise,9,9,0,0,0,0,0
Q-4H7W,21423,Tcf3,9,398,SSR,9,9,0,0,0,0,0
Q-4HBP,21674,Sry,9,399,Dataset,9,9,0,9,0,0,0
Q-4HBY,21678,Tead3,9,400,Chaise,9,9,0,0,0,0,0
Q-4HGJ,21833,Thra,9,401,SSR,9,9,0,0,0,0,0
Q-4J28,22282,Usf2,9,402,Dataset,9,9,0,0,0,0,0
Q-5E32,69852,Tcf23,9,403,Chaise,9,9,0,0,0,0,0
Q-5GF6,71950,Nanog,9,404,SSR,9,9,0,0,0,0,0
Q-5GH0,71989,Rpusd4,9,405,Dataset,9,9,0,0,0,0,0
Q-5JTA,74002,Psd2,9,406,Chaise,9,9,0,0,0,0,0
Q-5JZ4,74103,Nebl,9,407,SSR,9,9,0,0,0,0,0
Q-5P10,76589,Unc5cl,9,408,Dataset,9,9,0,0,0,9,0
Q-5PA6,76846,Rps9,9,409,Chaise,9,9,0,0,0,0,0
Q-5YZY,94221,Gopc,9,410,SSR,9,9,0,0,0,0,0
Q-6AFM,114601,Ehbp1l1,9,411,Dataset,9,9,0,0,0,0,0
Q-6HAG,195333,Gsc2,9,412,Chaise,9,9,0,0,0,0,0
Q-6P3E,230587,Glis1,9,413,SSR,9,9,0,0,0,0,0
Q-6QYY,239435,Aard,9,414,Dataset,9,9,0,0,0,0,0
Q-70NR,320174,A830082K12Rik,9,415,Chaise,9,9,0,0,0,0,0
Q-71NW,321019,Gpr183,9,416,SSR,9,9,0,0,0,0,0
Q-87S6,100039528,1110002E22Rik,9,417,Dataset,9,9,0,0,0,0,0
Q-463E,11364,Acadm,8,418,Chaise,8,8,0,0,0,0,0
Q-464W,11444,Chrnb2,8,419,SSR,8,8,0,0,0,0,0
Q-46CY,11674,Aldoa,8,420,Dataset,8,8,0,0,0,0,0
Q-46FP,11752,Anxa8,8,421,Chaise,8,8,0,0,0,0,0
Q-46NE,11864,Arnt2,8,422,SSR,8,8,0,0,0,0,0
Q-46VE,12029,Bcl6b,8,423,Dataset,8,8,0,0,0,0,0
Q-471E,12234,Btrc,8,424,Chaise,8,8,0,0,0,0,0
Q-476M,12349,Car2,8,425,SSR,8,8,0,0,0,0,0
Q-4794,12404,Cbln1,8,426,Dataset,8,8,0,0,0,0,0
Q-47AA,12444,Ccnd2,8,427,Chaise,8,8,0,0,0,0,0
Q-47PW,12759,Clu,8,428,SSR,8,8,0,0,0,0,0
Q-4840,13043,Cttn,8,429,Dataset,8,8,0,0,0,0,0
Q-487T,13123,Cyp7b1,8,430,Chaise,8,8,0,0,0,0,0
Q-48EW,13392,Dlx2,8,431,SSR,8,8,0,0,0,0,0
Q-48EY,13393,Dlx3,8,432,Dataset,8,8,0,0,0,0,0
Q-48NG,13592,Ebf2,8,433,Chaise,8,8,0,0,0,0,0
Q-48WE,13837,Epha3,8,434,SSR,8,8,0,0,0,0,0
Q-48WP,13841,Epha7,8,435,Dataset,8,8,0,0,0,0,0
Q-48XY,13864,Nr2f6,8,436,Chaise,8,8,0,0,0,0,0
Q-493A,14083,Ptk2,8,437,SSR,8,8,0,0,0,0,0
Q-494J,14118,Fbn1,8,438,Dataset,8,8,0,0,0,0,0
Q-496M,14167,Fgf12,8,439,Chaise,8,8,0,0,0,0,0
Q-4976,14176,Fgf5,8,440,SSR,8,8,0,0,0,0,0
Q-497A,14178,Fgf7,8,441,Dataset,8,8,0,0,0,0,0
Q-497G,14180,Fgf9,8,442,Chaise,8,8,0,0,0,0,0
Q-497M,14182,Fgfr1,8,443,SSR,8,8,0,0,0,0,0
Q-498C,14199,Fhl1,8,444,Dataset,8,8,0,0,0,0,0
Q-49CM,14302,Frk,8,445,Chaise,8,8,0,0,0,0,0
Q-49KW,14534,Kat2a,8,446,SSR,8,8,0,0,0,0,0
Q-49R6,14632,Gli1,8,447,Dataset,8,8,0,0,0,0,0
Q-49SM,14675,Gna14,8,448,Chaise,8,8,0,0,0,0,0
Q-49X6,14745,Lpar1,8,449,SSR,8,8,0,0,0,0,0
Q-4AFW,15361,Hmga1,8,450,Dataset,8,8,0,0,0,0,0
Q-4AHG,15400,Hoxa3,8,451,Chaise,8,8,0,0,0,0,0
Q-4AHT,15405,Hoxa9,8,452,SSR,8,8,0,0,0,0,0
Q-4AJP,15424,Hoxc5,8,453,Dataset,8,8,0,0,0,0,0
Q-4AK0,15430,Hoxd10,8,454,Chaise,8,8,0,0,0,0,0
Q-4AM6,15451,Hpn,8,455,SSR,8,8,0,0,0,0,0
Q-4ASY,15904,Id4,8,456,Dataset,8,8,0,0,0,0,0
Q-4B2G,16201,Ilf3,8,457,Chaise,8,8,0,0,0,0,0
Q-4B80,16400,Itga3,8,458,SSR,8,8,0,0,0,0,0
Q-4B86,16403,Itga6,8,459,Dataset,8,8,0,0,0,0,0
Q-4C46,17153,Mal,8,460,Chaise,8,8,0,0,0,0,0
Q-4C9C,17261,Mef2d,8,461,SSR,8,8,0,0,0,0,0
Q-4CAP,17301,Foxd2,8,462,Dataset,8,8,0,0,0,0,0
Q-4CBY,17346,Mknk1,8,463,Chaise,8,8,0,0,0,0,0
Q-4CDP,17425,Foxk1,8,464,SSR,8,8,0,0,0,0,0
Q-4CR4,17877,Myf5,8,465,Dataset,8,8,0,0,0,0,0
Q-4CWC,17978,Ncoa2,8,466,Chaise,8,8,0,0,0,0,0
Q-4CZM,18041,Nfs1,8,467,SSR,8,8,0,0,0,0,0
Q-4D08,18071,Nhlh1,8,468,Dataset,8,8,0,0,0,0,0
Q-4DDM,18420,Otp,8,469,Chaise,8,8,0,0,0,0,0
Q-4DST,18751,Prkcb,8,470,SSR,8,8,0,0,0,0,0
Q-4DWC,18797,Plcb3,8,471,Dataset,8,8,0,0,0,0,0
Q-4DYR,18938,Ppp1r14b,8,472,Chaise,8,8,0,0,0,0,0
Q-4E1E,19016,Pparg,8,473,SSR,8,8,0,0,0,0,0
Q-4E1J,19017,Ppargc1a,8,474,Dataset,8,8,0,0,0,0,0
Q-4E38,19059,Ppp3r2,8,475,Chaise,8,8,0,0,0,0,0
Q-4E9G,19213,Ptf1a,8,476,SSR,8,8,0,0,0,0,0
Q-4F1P,19696,Rel,8,477,Dataset,8,8,0,0,0,0,0
Q-4FCC,20167,Rtn2,8,478,Chaise,8,8,0,0,0,0,0
Q-4FD0,20186,Nr1h4,8,479,SSR,8,8,0,0,0,0,0
Q-4FW4,20505,Slc34a1,8,480,Dataset,8,8,0,0,0,0,0
Q-4FX6,20522,Slc23a1,8,481,Chaise,8,8,0,0,8,8,0
Q-4H4P,21350,Tal2,8,482,SSR,8,8,0,0,0,0,0
Q-4H6R,21402,Skp1a,8,483,Dataset,8,8,0,0,0,0,0
Q-4H7M,21418,Tfap2a,8,484,Chaise,8,8,0,0,0,0,0
Q-4HSE,22061,Trp63,8,485,SSR,8,8,8,0,0,0,0
Q-4HSR,22066,Trpc4,8,486,Dataset,8,8,0,0,0,0,0
Q-4J4Y,22339,Vegfa,8,487,Chaise,8,8,0,0,0,0,0
Q-4NBE,26414,Mapk10,8,488,SSR,8,8,0,0,0,0,0
Q-4NHT,26563,Ror1,8,489,Dataset,8,8,0,0,0,0,0
Q-4QHW,28019,Ing4,8,490,Chaise,8,8,0,0,0,0,0
Q-4S9T,29808,Mga,8,491,SSR,8,8,0,0,0,0,0
Q-4SD6,29871,Scmh1,8,492,Dataset,8,8,0,0,0,0,0
Q-4SY0,50530,Mfap5,8,493,Chaise,8,8,0,0,0,0,0
Q-4T6W,50913,Olig2,8,494,SSR,8,8,0,0,0,0,0
Q-4VKR,52033,Pbk,8,495,Dataset,8,8,0,0,0,0,0
Q-4WZ0,53328,Pgrmc1,8,496,Chaise,8,8,0,0,0,0,0
Q-4X36,53608,Map3k6,8,497,SSR,8,8,0,0,0,0,0
Q-4X4C,53627,Porcn,8,498,Dataset,8,8,0,0,0,0,0
Q-4XZM,54420,Cldn8,8,499,Chaise,8,8,0,0,0,0,0
Q-4YD6,54711,Plagl2,8,500,SSR,8,8,0,0,0,0,0
Q-508R,55992,Trim3,8,501,Dataset,8,8,0,0,0,0,0
Q-515R,56636,Fgf21,8,502,Chaise,8,8,0,0,0,0,0
Q-51CE,56811,Dkk2,8,503,SSR,8,8,0,0,0,0,0
Q-51D2,56843,Trpm5,8,504,Dataset,8,8,0,0,0,0,0
Q-51ZT,57265,Fzd2,8,505,Chaise,8,8,0,0,0,0,0
Q-52WG,58176,Rhbg,8,506,SSR,8,8,0,0,0,0,0
Q-5394,59058,Bhlhe22,8,507,Dataset,8,8,0,0,0,0,0
Q-539W,59095,Fxyd6,8,508,Chaise,8,8,0,0,0,0,0
Q-586M,63953,Dusp10,8,509,SSR,8,8,0,0,0,0,0
Q-58J8,64378,Gpr88,8,510,Dataset,8,8,0,0,0,0,0
Q-5ASY,67112,Fgf22,8,511,Chaise,8,8,0,0,0,0,0
Q-5BAC,67473,Slc47a1,8,512,SSR,8,8,0,0,0,0,0
Q-5CTT,68729,Trim37,8,513,Dataset,8,8,0,0,0,0,0
Q-5H2M,72446,Prr5l,8,514,Chaise,8,8,0,0,0,0,0
Q-5HCE,72780,Rspo3,8,515,SSR,8,8,0,0,0,0,0
Q-5HK6,73010,Gpr22,8,516,Dataset,8,8,0,0,0,0,0
Q-5JYC,74090,Paqr5,8,517,Chaise,8,8,0,0,0,0,0
Q-5P04,76560,Prss8,8,518,SSR,8,8,0,0,0,0,0
Q-5PJA,77048,Cep83,8,519,Dataset,8,8,0,0,0,0,0
Q-5VT4,84035,Kremen1,8,520,Chaise,8,8,0,0,0,0,0
Q-5Y5A,93691,Klf7,8,521,SSR,8,8,0,0,0,0,0
Q-5YE8,93687,Csnk1a1,8,522,Dataset,8,8,0,0,0,0,0
Q-5YGR,93736,Aff4,8,523,Chaise,8,8,0,0,0,0,0
Q-5Z0A,94229,Slc4a10,8,524,SSR,8,8,0,0,0,0,0
Q-62AR,105083,Pelo,8,525,Dataset,8,8,0,0,0,0,0
Q-639W,107581,Col16a1,8,526,Chaise,8,8,0,0,0,0,0
Q-63E0,107747,Aldh1l1,8,527,SSR,8,8,0,0,0,8,0
Q-64N2,108660,Rnf187,8,528,Dataset,8,8,0,0,0,0,0
Q-6DRR,140489,Bhlhe23,8,529,Chaise,8,8,0,0,0,0,0
Q-6H92,194655,Klf11,8,530,SSR,8,8,0,0,0,0,0
Q-6J68,208846,Daam1,8,531,Dataset,8,8,0,0,0,0,0
Q-6KCR,216233,Socs2,8,532,Chaise,8,8,0,0,0,0,0
Q-6KM4,217166,Nr1d1,8,533,SSR,8,8,0,0,0,0,0
Q-6N3E,225579,Slc27a6,8,534,Dataset,8,8,0,0,0,0,0
Q-6NA2,226519,Lamc1,8,535,Chaise,8,8,0,0,0,0,0
Q-6NPG,228598,Ebf4,8,536,SSR,8,8,0,0,0,0,0
Q-6Q1C,234219,Helt,8,537,Dataset,8,8,0,0,0,0,0
Q-6Q3J,234593,Ndrg4,8,538,Chaise,8,8,0,0,0,0,0
Q-6QBP,235582,Glyctk,8,539,SSR,8,8,0,0,8,0,0
Q-6QY0,239273,Abcc4,8,540,Dataset,8,8,0,0,0,0,0
Q-706C,319757,Smo,8,541,Chaise,8,8,0,0,0,0,0
Q-731C,338346,Gpr21,8,542,SSR,8,8,0,0,0,0,0
Q-7D9E,433586,Maml3,8,543,Dataset,8,8,0,0,0,0,0
Q-7GMG,494504,Apcdd1,8,544,Chaise,8,8,0,0,0,0,0
Q-7KGC,622402,Akr1c12,8,545,SSR,8,8,0,0,0,0,0
Q-3NGT,1003,CDH5,7,546,Dataset,7,7,0,0,0,0,0
Q-3QG6,2203,FBP1,7,547,Chaise,7,7,0,0,0,0,0
Q-3SXJ,3670,ISL1,7,548,SSR,7,0,0,0,0,0,0
Q-3T8E,3861,KRT14,7,549,Dataset,7,0,7,0,0,0,0
Q-3TCJ,3955,LFNG,7,550,Chaise,7,7,0,0,0,0,0
Q-3TQT,4211,MEIS1,7,551,SSR,7,7,0,0,0,0,0
Q-3ZYY,7356,SCGB1A1,7,552,Dataset,7,0,7,0,0,0,0
Q-47SW,12817,Col13a1,7,553,Chaise,7,7,0,0,0,0,0
Q-49XJ,14758,Gpm6b,7,554,SSR,7,7,0,0,0,0,0
Q-4C10,17084,Ly86,7,555,Dataset,7,7,0,0,0,0,0
Q-4G5E,20713,Serpini1,7,556,Chaise,7,7,0,0,0,0,0
Q-4JGA,22776,Zim1,7,557,SSR,7,7,0,0,0,0,0
Q-4N1E,26147,PHF19,7,558,Dataset,7,7,0,0,0,0,0
Q-4TDP,51084,CRYL1,7,559,Chaise,7,7,0,0,0,0,0
Q-4V5M,51635,DHRS7,7,560,SSR,7,0,7,0,0,0,0
Q-50P8,56277,Tmem45a,7,561,Dataset,7,7,0,0,0,0,0
Q-5RJJ,78818,5830407P18Rik,7,562,Chaise,7,7,0,0,0,0,0
Q-5V74,81906,Cyp4x1,7,563,SSR,7,7,0,0,0,0,0
Q-61PY,104027,Synpo,7,564,Dataset,7,7,0,0,0,0,0
Q-62KM,105855,Nckap1l,7,565,Chaise,7,7,0,0,0,0,0
Q-6HCM,196410,METTL7B,7,566,SSR,7,7,0,0,0,0,0
Q-6KNT,217328,Myo15b,7,567,Dataset,7,7,0,0,0,7,0
Q-7N5T,629147,Ctxn3,7,568,Chaise,7,7,0,0,0,0,0
Q-3MPE,525,ATP6V1B1,6,569,SSR,0,0,6,0,0,0,0
Q-3N70,827,CAPN6,6,570,Dataset,6,6,0,0,0,0,0
Q-3NQ2,1113,CHGA,6,571,Chaise,6,0,6,0,0,0,0
Q-3NYE,1264,CNN1,6,572,SSR,0,0,6,0,0,0,0
Q-3PJW,1634,DCN,6,573,Dataset,6,0,6,0,0,0,0
Q-3QP2,2303,FOXC2,6,574,Chaise,6,6,0,0,0,0,0
Q-3VAC,4629,MYH11,6,575,SSR,6,0,0,0,0,0,0
Q-3VP8,4852,NPY,6,576,Dataset,6,6,0,0,0,0,0
Q-3W7W,5175,PECAM1,6,577,Chaise,6,0,6,0,0,0,0
Q-40KM,7857,SCG2,6,578,SSR,6,0,6,0,0,0,0
Q-4642,11426,Macf1,6,579,Dataset,6,6,0,0,0,0,0
Q-46B6,11624,Ahrr,6,580,Chaise,6,6,0,0,0,0,0
Q-46EY,11736,Ankfy1,6,581,SSR,6,6,0,0,0,0,0
Q-46GM,11770,Fabp4,6,582,Dataset,6,6,6,0,0,0,0
Q-46NG,11865,Arntl,6,583,Chaise,6,6,0,0,0,0,0
Q-46Q2,11909,Atf2,6,584,SSR,6,6,0,0,0,0,0
Q-46Q6,11911,Atf4,6,585,Dataset,6,6,0,0,0,0,0
Q-46T6,11997,Akr1b7,6,586,Chaise,6,6,0,6,0,0,6
Q-46ZC,12162,Bmp7,6,587,SSR,6,6,0,0,0,0,0
Q-471J,12235,Bub1,6,588,Dataset,6,6,0,0,0,0,0
Q-4728,12263,C2,6,589,Chaise,6,6,0,0,6,0,0
Q-4740,12298,Cacnb4,6,590,SSR,6,6,0,0,0,0,0
Q-478J,12394,Runx1,6,591,Dataset,6,6,0,0,0,0,0
Q-47NE,12722,Clca3a1,6,592,Chaise,6,6,0,0,0,0,0
Q-47SY,12818,Col14a1,6,593,SSR,6,6,0,0,0,0,0
Q-47TG,12828,Col4a3,6,594,Dataset,6,6,0,0,0,0,0
Q-47TY,12835,Col6a3,6,595,Chaise,6,6,0,0,0,0,0
Q-47XG,12903,Crabp1,6,596,SSR,6,6,0,0,0,0,0
Q-4812,12978,Csf1r,6,597,Dataset,6,6,0,0,0,0,0
Q-4828,13003,Vcan,6,598,Chaise,6,6,0,0,0,0,0
Q-48J2,13479,Dpep1,6,599,SSR,6,6,0,0,0,6,0
Q-48JA,13483,Dpp6,6,600,Dataset,6,6,0,0,0,0,0
Q-48MA,13527,Dtna,6,601,Chaise,6,6,0,0,0,0,0
Q-48QP,13643,Efnb3,6,602,SSR,6,6,0,0,0,0,0
Q-48SR,13711,Elf5,6,603,Dataset,6,6,0,0,0,0,0
Q-48TT,13798,En1,6,604,Chaise,6,6,0,0,0,0,0
Q-48YM,13876,Erg,6,605,SSR,6,6,0,0,0,0,0
Q-490A,14011,Etv6,6,606,Dataset,6,6,0,0,0,0,0
Q-4910,14030,Ewsr1,6,607,Chaise,6,6,0,0,0,0,0
Q-491P,14051,Eya4,6,608,SSR,6,6,0,0,0,0,0
Q-4930,14077,Fabp3,6,609,Dataset,6,6,0,0,0,0,0
Q-496C,14164,Fgf1,6,610,Chaise,6,6,0,0,0,0,0
Q-497P,14183,Fgfr2,6,611,SSR,6,6,0,0,0,0,0
Q-49DG,14339,Aktip,6,612,Dataset,6,6,0,0,0,0,0
Q-49R8,14633,Gli2,6,613,Chaise,6,6,0,0,0,0,0
Q-49RA,14634,Gli3,6,614,SSR,6,6,0,0,0,0,0
Q-49TR,14696,Gnb4,6,615,Dataset,6,6,0,0,0,0,0
Q-4A2G,14873,Gsto1,6,616,Chaise,6,6,0,0,0,0,0
Q-4A7W,15111,Hand2,6,617,SSR,6,6,0,0,0,0,0
Q-4AB8,15186,Hdc,6,618,Dataset,6,6,0,0,6,6,0
Q-4ACY,15227,Foxf1,6,619,Chaise,6,6,0,0,0,0,0
Q-4ADG,15245,Hhip,6,620,SSR,6,6,0,0,0,0,0
Q-4AJC,15416,Hoxb8,6,621,Dataset,6,6,0,0,0,0,0
Q-4AKE,15437,Hoxd8,6,622,Chaise,6,6,0,0,0,0,0
Q-4B6P,16371,Irx1,6,623,SSR,6,6,0,0,0,0,0
Q-4B6R,16372,Irx2,6,624,Dataset,6,6,0,0,0,0,0
Q-4BA4,16438,Itpr1,6,625,Chaise,6,6,0,0,0,0,0
Q-4BB6,16469,Jrk,6,626,SSR,6,6,0,0,0,0,0
Q-4BHE,16601,Klf9,6,627,Dataset,6,6,0,0,0,0,0
Q-4BVP,16873,Lhx5,6,628,Chaise,6,6,0,0,0,0,0
Q-4BX0,16911,Lmo4,6,629,SSR,6,6,0,0,0,0,0
Q-4BXP,16949,Loxl1,6,630,Dataset,6,6,0,0,0,0,0
Q-4BZC,16998,Ltbp3,6,631,Chaise,6,6,0,0,0,0,0
Q-4C2W,17131,Smad7,6,632,SSR,6,6,0,0,0,0,0
Q-4C40,17150,Mfap2,6,633,Dataset,6,6,0,0,0,0,0
Q-4C9A,17260,Mef2c,6,634,Chaise,6,6,0,0,0,0,0
Q-4CXJ,18007,Neo1,6,635,SSR,6,6,0,0,0,0,0
Q-4CXM,18008,Nes,6,636,Dataset,6,6,0,0,0,0,0
Q-4CYG,18023,Nfe2l1,6,637,Chaise,6,6,0,0,0,0,0
Q-4D02,18053,Ngfr,6,638,SSR,6,6,0,0,0,0,0
Q-4D0A,18072,Nhlh2,6,639,Dataset,6,6,0,0,0,0,0
Q-4D0T,18089,Nkx2-3,6,640,Chaise,6,6,0,0,0,0,0
Q-4D3E,18142,Npas1,6,641,SSR,6,6,0,0,0,0,0
Q-4D3G,18143,Npas2,6,642,Dataset,6,6,0,0,0,0,0
Q-4D4E,18167,Npy2r,6,643,Chaise,6,6,0,0,0,0,0
Q-4D50,18181,Nrf1,6,644,SSR,6,6,0,0,0,0,0
Q-4D5J,18193,Nsd1,6,645,Dataset,6,6,0,0,0,0,0
Q-4D68,18208,Ntn1,6,646,Chaise,6,6,0,0,0,0,0
Q-4D72,18227,Nr4a2,6,647,SSR,6,6,0,0,0,0,0
Q-4DDR,18423,Otx1,6,648,Dataset,6,6,0,0,0,0,0
Q-4DEJ,18451,P4ha1,6,649,Chaise,6,6,0,0,0,0,0
Q-4DG2,18505,Pax3,6,650,SSR,6,6,0,0,0,0,0
Q-4DKP,18596,Pdgfrb,6,651,Dataset,6,6,6,0,0,0,0
Q-4DN6,18627,Per2,6,652,Chaise,6,6,0,0,0,0,0
Q-4DPM,18667,Pgr,6,653,SSR,6,6,0,0,0,0,0
Q-4DYM,18935,Phox2b,6,654,Dataset,6,6,0,0,0,0,0
Q-4E0C,18987,Pou2f2,6,655,Chaise,6,6,0,0,0,0,0
Q-4E1C,19015,Ppard,6,656,SSR,6,6,0,0,0,0,0
Q-4EC8,19266,Ptprd,6,657,Dataset,6,6,0,0,0,0,0
Q-4ECM,19273,Ptpru,6,658,Chaise,6,6,0,0,0,0,0
Q-4ED2,19281,Ptprt,6,659,SSR,6,6,0,0,0,0,0
Q-4ED4,19283,Ptprz1,6,660,Dataset,6,6,0,0,0,0,0
Q-4F2R,19719,Rfng,6,661,Chaise,6,6,0,0,0,0,0
Q-4F7R,19885,Rorc,6,662,SSR,6,6,0,0,0,0,0
Q-4FCP,20181,Rxra,6,663,Dataset,6,6,0,0,0,0,0
Q-4FET,20220,Sap18,6,664,Chaise,6,6,0,0,0,0,0
Q-4FJ6,20301,Ccl27a,6,665,SSR,6,6,0,0,0,0,0
Q-4FK6,20319,Sfrp2,6,666,Dataset,6,6,0,0,0,0,0
Q-4G2E,20661,Sort1,6,667,Chaise,6,6,0,0,0,0,0
Q-4G2R,20666,Sox11,6,668,SSR,6,6,0,0,0,0,0
Q-4G6J,20733,Spint2,6,669,Dataset,6,6,0,0,0,0,0
Q-4G8G,20778,Scarb1,6,670,Chaise,6,6,0,0,0,0,0
Q-4GAG,20847,Stat2,6,671,SSR,6,6,0,0,0,0,0
Q-4GB2,20856,Stc2,6,672,Dataset,6,6,0,0,0,6,0
Q-4H4M,21349,Tal1,6,673,Chaise,6,6,0,0,0,0,0
Q-4H60,21384,Tbx15,6,674,SSR,6,6,0,0,0,0,0
Q-4H68,21388,Tbx5,6,675,Dataset,6,6,0,0,0,0,0
Q-4J58,22344,Vezf1,6,676,Chaise,6,6,0,0,0,0,0
Q-4JDE,22690,Zfp28,6,677,SSR,6,6,0,0,0,0,0
Q-4JDT,22697,Zscan21,6,678,Dataset,6,6,0,0,0,0,0
Q-4JER,22720,Zfp62,6,679,Chaise,6,6,0,0,0,0,0
Q-4JGG,22780,Ikzf3,6,680,SSR,6,6,0,0,0,0,0
Q-4NAA,26396,Map2k2,6,681,Dataset,6,6,0,0,0,0,0
Q-4P76,27140,Tlx3,6,682,Chaise,6,6,0,0,0,0,0
Q-4PA0,27205,Podxl,6,683,SSR,6,6,6,0,0,0,0
Q-4PA2,27206,Nrk,6,684,Dataset,6,6,0,0,0,0,0
Q-4PKC,27386,Npas3,6,685,Chaise,6,6,0,0,0,0,0
Q-4PMY,27411,Slc14a2,6,686,SSR,6,6,0,0,0,0,0
Q-4SA2,29812,Ndrg3,6,687,Dataset,6,6,0,0,0,0,0
Q-4T2T,50796,Dmrt1,6,688,Chaise,6,6,0,0,0,0,0
Q-4T6J,50907,Preb,6,689,SSR,6,6,0,0,0,0,0
Q-4VDC,51869,Rif1,6,690,Dataset,6,6,0,0,0,0,0
Q-50VE,56376,Pdlim5,6,691,Chaise,6,6,0,0,0,0,0
Q-50Z6,56459,Sae1,6,692,SSR,6,6,0,0,0,0,0
Q-5118,56506,Cib2,6,693,Dataset,6,6,0,0,0,0,0
Q-518T,56707,Zfp111,6,694,Chaise,6,6,0,0,0,0,0
Q-51C6,56805,Zbtb33,6,695,SSR,6,6,0,0,0,0,0
Q-51D8,56847,Aldh1a3,6,696,Dataset,6,6,0,0,0,0,0
Q-52YW,58230,Rnf8,6,697,Chaise,6,6,0,0,0,0,0
Q-537C,59027,Nampt,6,698,SSR,6,6,0,0,0,0,0
Q-59E8,66141,Ifitm3,6,699,Dataset,6,6,0,6,0,0,6
Q-59MC,66270,Retreg1,6,700,Chaise,6,6,0,0,0,0,0
Q-5A54,66643,Lix1,6,701,SSR,6,6,0,0,0,0,0
Q-5ACR,66825,Rnf186,6,702,Dataset,6,6,0,0,0,0,0
Q-5AGE,66902,Mtap,6,703,Chaise,6,6,0,0,0,0,0
Q-5BDJ,67547,Slc39a8,6,704,SSR,6,6,0,0,0,0,0
Q-5BE2,67603,Dusp6,6,705,Dataset,6,6,0,0,0,0,0
Q-5BMC,67701,Wfdc2,6,706,Chaise,6,6,0,0,0,0,0
Q-5BY8,67920,Mak16,6,707,SSR,6,6,0,0,0,0,0
Q-5CQY,68632,Myct1,6,708,Dataset,6,6,0,0,0,0,0
Q-5D04,68910,Zfp467,6,709,Chaise,6,6,0,0,0,0,0
Q-5DCE,69260,Ing2,6,710,SSR,6,6,0,0,0,0,0
Q-5F3G,70861,Akr1cl,6,711,Dataset,6,6,0,0,0,0,0
